*Frequency 	VF2-abs (dB)	VF2-phase (deg)
1.96788628970684	-18.3471537769595	79.773825713099
1.99526231496888	-18.2309705629777	79.6346088588252
2.02301917867827	-18.114890787717	79.4935806987857
2.05116217882557	-17.9989171573167	79.3507211057516
2.0796966871037	-17.8830524433885	79.206009870898
2.10862814993329	-17.7672994843087	79.0594267099752
2.13796208950223	-17.6516611865206	78.9109512698048
2.16770410481969	-17.5361405258431	78.7605631351086
2.19785987278482	-17.420740548788	78.608241835681
2.2284351492703	-17.3054643738826	78.4539668539175
2.25943577022098	-17.1903151929971	78.297717632706
2.29086765276777	-17.0752962726755	78.1394735836935
2.32273679635711	-16.9604109554674	77.9792140959378
2.35504928389601	-16.8456626612629	77.8169185449585
2.38781128291318	-16.7310548886231	77.652566302189
2.42102904673618	-16.6165912161101	77.4861367448498
2.45470891568503	-16.5022753036121	77.3176092662489
2.48885731828239	-16.3881108936606	77.1469632865175
2.52348077248057	-16.274101812741	76.9741782637969
2.55858588690565	-16.1602519725909	76.7992337058816
2.59417936211881	-16.046565371487	76.6221091823333
2.63026799189538	-15.9330460955153	76.4427843370699
2.66685866452148	-15.8196983198249	76.2612389014455
2.70395836410884	-15.7065263098603	76.0774527078253
2.74157417192788	-15.5935344225718	75.8914057036684
2.77971326775929	-15.4807271075982	75.7030779661233
2.81838293126445	-15.3681089084225	75.5124497171492
2.85759054337495	-15.2556844634949	75.3195013391662
2.89734358770132	-15.1434585073193	75.1242133912451
2.93764965196153	-15.0314358715019	74.9265666258392
2.97851642942919	-14.9196214857584	74.7265420060725
3.01995172040202	-14.8080203788724	74.5241207235771
3.06196343369068	-14.6966376796077	74.3192842169002
3.10455958812836	-14.5854786175634	74.1120141904685
3.14774831410132	-14.4745485239715	73.9022926341235
3.19153785510076	-14.3638528324351	73.69010184323
3.23593656929628	-14.2533970795962	73.4754244393502
3.28095293113119	-14.1431869057339	73.2582433914914
3.32659553294005	-14.0332280552874	73.0385420379255
3.37287308658869	-13.9235263772971	72.8163041085712
3.41979442513709	-13.8140878257605	72.5915137479442
3.46736850452532	-13.7049184598974	72.364155538662
3.51560440528298	-13.5960244443198	72.1342145255037
3.56451133426244	-13.4874120490989	71.9016762400085
3.61409862639613	-13.3790876497278	71.6665267256121
3.66437574647833	-13.2710577269704	71.4287525633005
3.71535229097173	-13.1633288665943	71.1883408977752
3.76703798983909	-13.0559077589781	70.9452794641056
3.81944270840047	-12.9488011985925	70.699556614862
3.87257644921617	-12.8420160833456	70.4511613476999
3.926449353996	-12.7355594137862	70.2000833333755
3.98107170553497	-12.629438292164	69.9463129441766
4.03645392967605	-12.5236599213351	69.6898412827294
4.09260659730011	-12.4182316035109	69.430660211162
4.14954042634363	-12.3131607388433	69.16876238059
4.20726628384444	-12.2084548238401	68.9041412608893
4.26579518801593	-12.1041214496059	68.6367911707188
4.32513831035009	-12.0001682999036	68.3667073077621
4.38530697774986	-11.8966031490282	68.0938857791306
4.44631267469109	-11.7934338594903	67.8183236318965
4.5081670454146	-11.6906683795042	67.5400188837048
4.57088189614875	-11.5883147402741	67.2589705534089
4.63446919736288	-11.4863810530763	66.9751786916875
4.69894108605215	-11.3848755061281	66.6886444115683
4.76430986805416	-11.2838063612471	66.3993699188245
4.83058802039773	-11.1831819502888	66.1073585421562
4.89778819368446	-11.0830106713654	65.8126147631147
4.96592321450336	-10.9833009848404	65.5151442456902
5.03500608787905	-10.8840614090948	65.2149538654915
5.10504999975406	-10.785300516067	64.912051738458
5.17606831950568	-10.6870269265594	64.6064472490113
5.24807460249773	-10.5892493053165	64.2981510775901
5.32108259266794	-10.4919763558691	63.9871752274696
5.39510622515128	-10.3952168151471	63.6735330507966
5.47015962893972	-10.2989794478623	63.3572392737562
5.54625712957911	-10.2032730406597	63.0383100207785
5.62341325190349	-10.1081063960421	62.7167628377042
5.70164272280747	-10.0134883260702	62.3926167138253
5.78096047405718	-9.91942764584156	62.0658921027069
5.86138164514029	-9.82593316675146	61.7366109417005
5.94292158615573	-9.733013689544	61.4047966700679
6.02559586074358	-9.64067799715614	61.0704742456177
6.10942024905572	-9.54893484736321	60.7336701597689
6.19441075076782	-9.45779296523492	60.394412450961
6.28058358813318	-9.36726103540587	60.0527307163046
6.36795520907916	-9.27734769417588	59.7086561214093
6.45654229034655	-9.18806152144732	59.3622214082942
6.54636174067275	-9.09941103250884	59.0134609012904
6.63743070401909	-9.01140466968351	58.6624105108815
6.72976656284318	-8.92405079384827	58.3091077353807
6.8233869414167	-8.83735767584183	57.9535916603863
6.91830970918936	-8.75133348777614	57.5959029559481
7.01455298419971	-8.66598629426487	57.2360838713735
7.11213513653329	-8.58132404358645	56.8741782276171
7.21107479182899	-8.49735455880086	56.5102314072118
7.31139083483417	-8.41408552883296	56.144290341669
7.41310241300918	-8.33152449954699	55.7764034963346
7.51622894018205	-8.24967886482632	55.4066208526422
7.62079010025412	-8.16855585768151	55.0349938877502
7.72680585095702	-8.08816254140572	54.6615755515365
7.83429642766212	-8.0085058007976	54.2864202409345
7.94328234724281	-7.92959233347416	53.9095837716114
8.05378441199067	-7.85142864129399	53.531123346987
8.16582371358593	-7.77402102191317	53.1510975246081
8.27942163712334	-7.69737556049368	52.7695661798873
8.39459986519398	-7.62149812158938	52.3865904672529
8.51138038202377	-7.54639434122883	52.0022327787338
8.6297854776697	-7.47206961921638	51.6165567000246
8.74983775227436	-7.39852911167518	51.2296269640999
8.87156012037961	-7.32577772384992	50.841509402423
8.99497581530035	-7.25382010319383	50.4522708938445
9.1201083935591	-7.18266063275484	50.061979311245
9.24698173938222	-7.11230342488732	49.6707034660493
9.3756200692588	-7.04275231529953	49.2785130506653
9.50604793656282	-6.97401085746348	48.8854785790019
9.6382902362397	-6.90608231739756	48.4916713251453
9.7723722095581	-6.83896966884124	48.0971632603313
9.90831944892768	-6.77267558883628	47.7020269883446
10.046157902784	-6.70720245372773	47.306335679472
10.1859138805412	-6.64255233559813	46.9101630031623
10.327614057614	-6.57872699914414	46.5135830595217
10.471285480509	-6.51572789900995	46.1166703098285
10.6169555719872	-6.45355617758086	45.7194995061888
10.7646521362983	-6.39221266324658	45.3221456205096
10.9144033644876	-6.33169786914155	44.924683772963
11.0662378397767	-6.27201199236199	44.5271891600783
11.2201845430196	-6.2131549136672	44.1297369826611
11.3762728582343	-6.15512619766201	43.7324023736805
11.5345325782109	-6.09792509346192	43.3352603263067
11.6949939101987	-6.04155053583853	42.938385622262
11.8576874816716	-5.98600114684081	42.5418527606487
12.0226443461741	-5.9312752378876	42.1457358874201
12.1898959892487	-5.87737081232552	41.7501087256612
12.3594743344451	-5.82428556844066	41.3550445068136
12.5314117494142	-5.77201690291979	40.9606159030357
12.7057410520854	-5.72056191474481	40.5668949608075
12.8824955169313	-5.66991740951151	40.1739530359482
13.0617088813184	-5.6200799041581	39.7818607301772
13.2434153519466	-5.57104563208881	39.3906878293483
13.4276496113786	-5.52281054867615	39.0005032434765
13.6144468246595	-5.47537033712699	38.6113749486896
13.8038426460289	-5.4287204146916	38.2233699311894
13.9958732257262	-5.38285593920091	37.8365541333523
14.1905752168909	-5.33777181590933	37.4509924020361
14.3879857825585	-5.29346270462455	37.0667484391878
14.5881426027535	-5.24992302710546	36.6838847548412
14.7910838816821	-5.20714697470343	36.3024626225383
14.9968483550237	-5.16512851622958	35.9225420372667
15.205475297325	-5.12386140602434	35.5441816759399
15.4170045294956	-5.08333919220766	35.1674388604655
15.6314764264095	-5.04355522508906	34.7923695234355
15.8489319246111	-5.00450266571496	34.4190281764571
16.0694125301288	-4.96617449453194	34.0474678811367
16.2929603263972	-4.92856352014435	33.6777402227244
16.5196179822901	-4.89166238814565	33.3098952864168
16.7494287602644	-4.85546359000116	32.9439816362942
16.9824365246174	-4.81995947196438	32.5800462968986
17.2186857498601	-4.78514224400403	32.2181347373945
17.458221529205	-4.75100398872494	31.8582908583061
17.7010895831742	-4.71753667026281	31.5005569807756
17.9473362683253	-4.68473214313444	31.1449738382961
18.1970085860998	-4.65258216102782	30.7915805708803
18.4501541917947	-4.62107838551337	30.4404147215898
18.706821403658	-4.59021239466212	30.0915122353761
18.9670592121115	-4.55997569155477	29.7449074601554
19.2309172891016	-4.53035971266882	29.4006331500613
19.4984459975805	-4.50135583612882	29.0587204707812
19.7696964011186	-4.47295538980862	28.7191990069115
20.0447202736516	-4.44514965927398	28.3820967712517
20.3235701093622	-4.41792989555404	28.0474402159414
20.6062991327	-4.39128732273356	27.7152542453747
20.8929613085404	-4.36521314535504	27.3855622307816
21.183611352485	-4.33969855562497	27.0583860264142
21.4783047413054	-4.31473474041517	26.7337459872244
21.7770977235316	-4.29031288805454	26.4116609879647
22.080047330189	-4.26642419490488	26.0921484436088
22.3872113856834	-4.24305987171676	25.7752243310118
22.6986485188382	-4.22021114976129	25.4609032117167
23.0144181740851	-4.19786928673489	25.1491982558196
23.33458062281	-4.17602557243504	24.8401212668128
23.6591969748576	-4.15467133420531	24.5336827073167
23.9883291901949	-4.1337979421482	24.2298917256121
24.3220400907382	-4.11339681410671	23.9287561829035
24.6603933723434	-4.09345942041391	23.6302826812234
25.0034536169643	-4.07397728841192	23.3344765919015
25.3512863049791	-4.054942006742	23.0413420845312
25.7039578276886	-4.03634522940691	22.7508821563462
26.0615354999889	-4.01817867960921	22.4630986619555
26.4240875732195	-4.00043415336707	22.1779923433494
26.7916832481903	-3.98310352291188	21.8955628601259
27.1643926883908	-3.96617873987098	21.6158088198714
27.5422870333817	-3.94965183823913	21.3387278086298
27.9254384123734	-3.9335149371438	21.0643164214139
28.3139199579938	-3.91776024340788	20.7925702926926
28.7078058202469	-3.90238005391577	20.5234841268189
29.107171180666	-3.88736675778666	20.257051728333
29.5120922666638	-3.87271283836111	19.9932660321074
29.9226463660819	-3.85841087500592	19.7321191332877
30.3389118419427	-3.84445354474259	19.473602316983
30.7609681474071	-3.83083362370574	19.2177060876851
31.1888958409394	-3.81754398843585	18.9644201983573
31.6227766016838	-3.80457761701366	18.7137336791869
32.0626932450547	-3.79192759004052	18.4656348659509
32.5087297385434	-3.77958709147162	18.2201114279806
32.9609712177458	-3.76754940930706	17.9771503956927
33.4195040026114	-3.75580793614738	17.7367381876741
33.8844156139202	-3.74435616961835	17.4988606372844
34.3557947899875	-3.73318771267162	17.2635030187765
34.8337315036012	-3.72229627376632	17.0306500729036
35.3183169791957	-3.71167566693746	16.8002860320105
35.8096437102636	-3.70131981175639	16.572394644586
36.3078054770101	-3.69122273318915	16.346959199276
36.8128973642531	-3.68137856135747	16.1239625483414
37.3250157795721	-3.67178153120817	15.9033871305587
37.8442584717094	-3.66242598209553	15.6852149935501
38.3707245492279	-3.65330635728216	15.4694278155521
38.9045144994281	-3.64441720336262	15.2560069266027
39.4457302075279	-3.635753169615	15.044933329162
39.9944749761097	-3.62730900728484	14.8361877181549
40.5508535448384	-3.61907956880555	14.6297505004385
41.1149721104522	-3.61105980696035	14.4256018137026
41.6869383470335	-3.60324477398908	14.223721544796
42.2668614265603	-3.59562962064451	14.024089347491
42.854852039744	-3.58820959520165	13.8266846596846
43.4510224171572	-3.58098004242403	13.631486720044
44.0554863506554	-3.57393640249046	13.4384745841036
44.6683592150963	-3.56707420988566	13.2476271398168
45.2897579903621	-3.56038909225824	13.0589231225738
45.9198012836869	-3.55387676924907	12.8723411296876
46.5586093522959	-3.54753305129306	12.6878596343623
47.206304126359	-3.54135383839743	12.5054569991484
47.8630092322638	-3.53533511889903	12.3251114888926
48.5288500162121	-3.52947296820362	12.1468012831993
49.2039535681451	-3.52376354750928	11.9705044884015
49.8884487460012	-3.51820310251666	11.7961991490604
50.5824662003114	-3.51278796212825	11.6238632589998
51.2861383991365	-3.50751453713872	11.4534747718852
51.9995996533516	-3.50237931891859	11.2850116113595
52.7229861422823	-3.49737887809282	11.1184516807414
53.4564359396972	-3.49250986321666	10.9537728723061
54.2000890401624	-3.48776899944994	10.7909530761459
54.9540873857625	-3.48315308723181	10.6299701886329
55.718574893193	-3.47865900095728	10.4708021204878
56.4936974812302	-3.47428368765701	10.3134268044655
57.279603098583	-3.47002416568175	10.1578222026714
58.0764417521312	-3.46587752339262	10.0039663135155
58.8843655355589	-3.46184091785842	9.85183717831468
59.7035286583837	-3.45791157356116	9.70141288755686
60.5340874753914	-3.45408678111062	9.55267158683131
61.3762005164794	-3.45036389596902	9.40559148243996
62.2300285169159	-3.44674033718672	9.26015084669803
63.0957344480193	-3.44321358614966	9.11632802293226
63.9734835482648	-3.43978118533921	8.97410143018783
64.8634433548238	-3.43644073710532	8.83344956765246
65.765783735542	-3.43318990245347	8.69435101880879
66.6806769213623	-3.43002639984582	8.55678445531944
67.6082975391982	-3.42694800401749	8.42072864065919
68.5488226452662	-3.42395254480796	8.28616243349976
69.5024317588797	-3.42103790600832	8.15306479085413
70.4693068967147	-3.4182020242247	8.02141477099513
71.4496326075514	-3.41544288775801	7.89119153614738
72.443596007499	-3.41275853550052	7.7623743549671
73.4513868157115	-3.41014705584939	7.63494260481627
74.4731973905989	-3.40760658563738	7.50887577383649
75.5092227665434	-3.40513530908097	7.38415346283122
76.5596606911256	-3.40273145674596	7.26075538696386
77.6247116628692	-3.40039330453074	7.13866137727862
78.7045789695099	-3.39811917266726	7.01785138204986
79.7994687267977	-3.39590742473981	6.89830546796711
80.9095899178382	-3.39375646672155	6.7800038211614
82.0351544329819	-3.39166474602906	6.66292674808156
83.176377110267	-3.38963075059446	6.54705467622257
84.3334757764275	-3.38765300795558	6.43236815471527
85.5066712884683	-3.38573008436375	6.31884785478022
86.6961875758216	-3.38386058390932	6.20647457005478
87.9022516830884	-3.38204314766483	6.09522921679254
89.1250938133746	-3.38027645284563	5.98509283394837
90.3649473722301	-3.37855921198803	5.87604658314623
91.6220490121999	-3.37689017214469	5.76807174854064
92.8966386779936	-3.37526811409712	5.66114973657133
94.1889596522841	-3.37369185158536	5.55526207561924
95.4992586021435	-3.37216023055443	5.45039041556746
96.827785626125	-3.37067212841753	5.3465165272688
98.1747943019985	-3.36922645333577	5.2436223019265
99.5405417351527	-3.36782214351441	5.14168975039325
100.925288607668	-3.3664581665151	5.04070100238585
102.329299228075	-3.36513351858436	4.94063830562834
103.752841581801	-3.36384722399773	4.84148402491856
105.196187382322	-3.36259833441966	4.74322064112663
106.659612123026	-3.36138592827882	4.64583075012693
108.143395129794	-3.36020911015862	4.5492970616658
109.647819614319	-3.35906701020282	4.45360239816982
111.173172728159	-3.35795878353603	4.358729693496
112.719745617551	-3.35688360969871	4.26466199162658
114.287833478977	-3.35584069209678	4.17138244531294
115.877735615513	-3.3548292574653	4.07887431466789
117.489755493953	-3.35384855534632	3.9871209657123
119.124200802738	-3.35289785758044	3.89610586887565
120.781383510678	-3.35197645781207	3.80581259745365
122.461619926505	-3.35108367100803	3.71622482602625
124.165230759241	-3.35021883298944	3.62732632883599
125.892541179417	-3.34938129997654	3.53910097812954
127.643880881134	-3.34857044814641	3.45153274246579
129.419584144999	-3.34778567320328	3.36460568498844
131.21998990192	-3.34702638996118	3.27830396166999
133.045441797809	-3.34629203193898	3.19261181952376
134.896288259165	-3.34558205096735	3.10751359478958
136.772882559585	-3.34489591680763	3.02299371109103
138.675582887189	-3.34423311678237	2.93903667756898
140.604752412991	-3.34359315541735	2.85562708699042
142.560759360219	-3.34297555409497	2.77274961383534
144.543977074593	-3.34237985071873	2.69038901236131
146.554784095591	-3.34180559938871	2.60853011464913
148.593564228701	-3.3412523700879	2.52715782862857
150.660706618674	-3.34071974837914	2.44625713608662
152.756605823807	-3.34020733511256	2.36581309065866
154.881661891248	-3.33971474614337	2.28581081580415
157.036280433355	-3.33924161205986	2.20623550276632
159.220872705117	-3.33878757792144	2.12707240851873
161.435855682649	-3.33835230300656	2.04830685369853
163.681652142781	-3.33793546057042	1.96992422052656
165.958690743756	-3.33753673761232	1.89190995071606
168.267406107047	-3.33715583465255	1.81424954337113
170.608238900312	-3.33679246551857	1.73692855287357
172.98163592151	-3.33644635714057	1.65993258676121
175.388050184176	-3.33611724935613	1.58324730359669
177.827941003892	-3.33580489472387	1.50685841082818
180.301774085957	-3.33550905834616	1.43075166264164
182.810021614274	-3.33522951770053	1.35491285780669
185.353162341481	-3.33496606247993	1.27932783751465
187.931681680327	-3.33471849444155	1.2039824832112
190.546071796325	-3.33448662726426	1.12886271442244
193.196831701692	-3.33427028641448	1.05395448657615
195.884467350599	-3.3340693090205	0.979243788817496
198.609491735737	-3.33388354375503	0.904716641820435
201.372424986239	-3.33371285072615	0.830359095595118
204.173794466953	-3.33355710137628	0.756157227290813
207.014134879104	-3.33341617838946	0.682097138996055
209.893988362353	-3.33328997560651	0.608164955534937
212.813904598271	-3.33317839794841	0.534346822261352
215.774440915267	-3.33308136134754	0.460628902849803
218.776162394955	-3.33299879268685	0.386997377084587
221.819641980022	-3.33293062974702	0.31343843864706
224.905460583578	-3.33287682116145	0.239938292900792
228.034207200042	-3.33283732637903	0.166483154675859
231.206479017559	-3.33281211563482	0.0930592460514638
234.422881531992	-3.33280116992855	0.0196527941384617
237.684028662487	-3.33280448101076	-0.0537499711394195
240.99054286866	-3.33282205137692	-0.127162819264609
244.343055269397	-3.33285389426921	-0.200599521344093
247.742205763329	-3.33290003368608	-0.274073852328337
251.188643150958	-3.33296050439965	-0.347599593229629
254.683025258504	-3.33303535198087	-0.421190533339668
258.226019063459	-3.33312463283254	-0.494860472445847
261.818300821898	-3.33322841423003	-0.568623223047034
265.460556197554	-3.33334677437008	-0.6424926125669
269.153480392692	-3.33347980242722	-0.716482485566367
272.897778280804	-3.33362759861836	-0.790606705953535
276.694164541151	-3.33379027427515	-0.864879159190951
280.543363795171	-3.33396795192444	-0.939313754500921
284.446110744792	-3.33416076537675	-1.01392442706745
288.40315031266	-3.33436885982287	-1.08872514023441
292.415237784334	-3.33459239193858	-1.16372988770096
296.483138952434	-3.33483152999762	-1.23895269571236
300.607630262823	-3.33508645399292	-1.31440762524644
304.789498962798	-3.33535735576624	-1.39010877419526
309.029543251359	-3.33564443914617	-1.46607027954192
313.328572431559	-3.33594792009468	-1.54230631953163
317.687407064977	-3.33626802686233	-1.61883111583598
322.106879128343	-3.336605000152	-1.69565893571199
326.587832172336	-3.33695909329162	-1.77280409415302
331.131121482591	-3.33733057241556	-1.85028095603264
335.737614242955	-3.33771971665523	-1.92810393824032
340.408189701001	-3.33812681833856	-2.00628751180831
345.143739335857	-3.33855218319884	-2.08484620402944
349.945167028357	-3.33899613059277	-2.16379460056469
354.813389233576	-3.33945899372808	-2.24314734754053
359.749335155742	-3.33994111990055	-2.32291915363476
364.753946925608	-3.34044287074091	-2.40312479215016
369.828179780266	-3.34096462247143	-2.48377910307553
374.973002245483	-3.34150676617253	-2.56489699513317
380.189396320561	-3.34206970805957	-2.64649344781155
385.478357665772	-3.34265386976978	-2.72858351338266
390.840895792402	-3.3432596886597	-2.8111823189031
396.278034255439	-3.34388761811316	-2.8943050681979
401.79081084894	-3.34453812785994	-2.97796704382545
407.380277804113	-3.34521170430541	-3.06218360902349
413.047501990162	-3.34590885087118	-3.146970209634
418.793565117918	-3.34663008834694	-3.23234237600646
424.619563946313	-3.34737595525378	-3.31831572487775
430.52661049171	-3.34814700821906	-3.40490596122772
436.515832240166	-3.34894382236296	-3.49212888010895
442.588372362626	-3.34976699169718	-3.58000036844875
448.745389933132	-3.3506171295355	-3.66853640682296
454.988060150048	-3.35149486891692	-3.75775307119866
461.31757456038	-3.35240086304112	-3.84766653464506
467.735141287198	-3.35333578571674	-3.93829306901061
474.241985260245	-3.35430033182255	-4.029649046564
480.839348449728	-3.35529521778169	-4.12175094159808
487.528490103386	-3.35632118204923	-4.21461533199375
494.310686986836	-3.35737898561326	-4.30825890074231
501.187233627273	-3.35846941250969	-4.40269843742406
508.15944256056	-3.35959327035092	-4.49795083964065
515.228644581756	-3.36075139086873	-4.59403311439902
522.39618899912	-3.36194463047137	-4.69096237944445
529.663443891658	-3.36317387081529	-4.78875586454004
537.031796370253	-3.36444001939153	-4.88743091269017
544.502652842421	-3.36574401012713	-4.98700498130492
552.077439280758	-3.36708680400159	-5.08749564330254
559.757601495111	-3.36846938967875	-5.1889205881476
567.544605408547	-3.36989278415414	-5.29129762282055
575.439937337157	-3.37135803341812	-5.39464467271658
583.445104273745	-3.37286621313493	-5.49897978246965
591.561634175475	-3.37441842933781	-5.60432111669856
599.791076255509	-3.37601581914047	-5.71068696067131
608.135001278718	-3.37765955146497	-5.81809572088391
616.595001861482	-3.37935082778631	-5.92656592554988
625.172692775686	-3.38109088289369	-6.03611622499618
633.869711256927	-3.38288098566891	-6.1467653919616
642.687717317021	-3.38472243988167	-6.25853232179303
651.628394060842	-3.38661658500227	-6.37143603253512
660.693448007596	-3.38856479703153	-6.485495664909
669.884609416527	-3.3905684893483	-6.60073048217453
679.203632617184	-3.39262911357447	-6.71715986987184
688.652296344276	-3.39474816045765	-6.83480333543649
698.232404077171	-3.39692716077158	-6.95368050768298
707.945784384138	-3.39916768623435	-7.0738111361514
717.794291271362	-3.40147135044443	-7.19521509031104
727.779804536824	-3.40383980983447	-7.31791235861547
737.904230129101	-3.40627476464308	-7.44192304740295
748.169500511155	-3.40877795990422	-7.56726737963568
758.577575029183	-3.41135118645459	-7.69396569347183
769.13044028661	-3.41399628195848	-7.8220384406635
779.830110523259	-3.41671513195036	-7.95150618477377
790.678627999826	-3.41950967089485	-8.08238959920605
801.678063387679	-3.42238188326402	-8.21470946503815
812.8305161641	-3.42533380463175	-8.34848666865431
824.138115013001	-3.42836752278502	-8.48374219916671
835.603018231249	-3.43148517885177	-8.62049714561972
847.227414140596	-3.43468896844504	-8.75877269396781
859.013521505396	-3.43798114282313	-8.89859012382003
870.96358995608	-3.44136401006528	-9.03997080494184
883.079900418563	-3.44483993626249	-9.18293619350633
895.364765549594	-3.44841134672297	-9.32750782808569
907.820530178186	-3.45208072719176	-9.47370732537436
920.449571753172	-3.45585062508379	-9.62155637563461
933.254300796991	-3.4597236507299	-9.7710767378551
946.237161365793	-3.4637024786349	-9.92229023461363
959.400631515933	-3.46778984874722	-10.0752187466337
972.747223776966	-3.47198856773891	-10.2298842070256
986.279485631211	-3.47630151029546	-10.3863085952028
1000	-3.48073162041421	-10.5445139304616
1013.91138573668	-3.48528191271046	-10.7045222652168
1028.01629812647	-3.48995547373006	-10.8663556778811
1042.3174293933	-3.49475546326724	-11.030036265378
1056.81750921366	-3.49968511568657	-11.1955861352792
1071.51930523761	-3.50474774124738	-11.3630273975552
1086.42562361707	-3.50994672742946	-11.5323821559281
1101.53930954142	-3.51528554025824	-11.7036724988173
1116.86324778056	-3.5207677256279	-11.8769204898668
1132.40036323556	-3.52639691062065	-12.0521481580442
1148.15362149688	-3.53217680482019	-12.2293774873005
1164.12602941049	-3.53811120161749	-12.4086304057805
1180.32063565173	-3.54420397950673	-12.5899287745745
1196.74053130724	-3.55045910336921	-12.773294376
1213.38885046498	-3.55688062574281	-12.9587489014042
1230.26877081238	-3.56347268807475	-13.1463139384778
1247.38351424294	-3.57023952195482	-13.3360109580702
1264.73634747115	-3.57718545032656	-13.527861300498
1282.33058265602	-3.58431488867348	-13.7218861613368
1300.16957803329	-3.59163234617732	-13.9181065766889
1318.25673855641	-3.59914242684535	-14.1165434079189
1336.59551654644	-3.60684983060333	-14.3172173258491
1355.18941235104	-3.61475935435087	-14.5201487944092
1374.04197501252	-3.62287589297558	-14.7253580537326
1393.1568029453	-3.63120444032242	-14.9328651026941
1412.53754462275	-3.63975009011442	-15.1426896808853
1432.18789927355	-3.64851803682076	-15.3548512500218
1452.11161758774	-3.65751357646825	-15.5693689747804
1472.31250243272	-3.66674210739186	-15.7862617030633
1492.794409579	-3.67620913092	-16.0055479456876
1513.56124843621	-3.68592025199004	-16.2272458555018
1534.61698279929	-3.69588117968937	-16.4513732059274
1555.96563160508	-3.70609772771736	-16.6779473689305
1577.61126969935	-3.7165758147631	-16.9069852924241
1599.55802861467	-3.72732146479412	-17.1385034771092
1621.81009735893	-3.73834080725085	-17.3725179527578
1644.37172321493	-3.74964007714147	-17.6090442539479
1667.24721255106	-3.76122561503204	-17.8480973952593
1690.44093164326	-3.77310386692611	-18.0896918459411
1713.95730750843	-3.78528138402862	-18.3338415040648
1737.80082874938	-3.79776482238826	-18.5805596701774
1761.97604641163	-3.81056094241262	-18.8298590204716
1786.48757485205	-3.82367660825047	-19.0817515794925
1811.3400926196	-3.83711878703538	-19.3362486924018
1836.53834334835	-3.85089454798479	-19.5933609968228
1862.08713666287	-3.86501106134894	-19.8530983942923
1887.99134909629	-3.87947559720354	-20.1154700213483
1914.25592502109	-3.89429552408082	-20.3804842202821
1940.88587759278	-3.90947830743283	-20.6481485095911
1967.88628970685	-3.92503150792173	-20.9184695541648
1995.26231496888	-3.94096277953115	-21.1914531352459
2023.01917867827	-3.95727986749358	-21.4671041202048
2051.16217882557	-3.97399060602812	-21.7454264321732
2079.6966871037	-3.99110291588375	-22.0264230195835
2108.62814993329	-4.00862480168303	-22.3100958256624
2137.96208950223	-4.02656434906162	-22.596445757933
2167.7041048197	-4.04492972159915	-22.8854726577784
2197.85987278483	-4.0637291575372	-23.1771752701271
2228.4351492703	-4.08297096628077	-23.4715512133195
2259.43577022098	-4.10266352467947	-23.76859694922
2290.86765276777	-4.1228152730855	-24.0683077536399
